customer_id,churn_probability,risk_level,control_churn_probability,treatment_churn_probability,uplift,persuadability_segment,customer_value_eur,customer_value_segment,recommended_offer,recommended_offer_cost,recommended_expected_value,recommended_roi,recommendation_reason
C00163,0.02031,Low,0.00961,0.00957,4e-05,LOW RESPONSE,825.47,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00164,0.00444,Low,0.0051,0.0062,-0.00109,NEGATIVE RESPONSE,1337.63,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00165,0.097,Low,0.01121,0.04114,-0.02993,NEGATIVE RESPONSE,953.33,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00166,0.01161,Low,0.00915,0.0078,0.00135,LOW RESPONSE,864.05,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00167,0.07129,Low,0.0058,0.02827,-0.02247,NEGATIVE RESPONSE,1053.15,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00168,0.00432,Low,0.01464,0.01062,0.00402,LOW RESPONSE,1221.69,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00169,0.00467,Low,0.00603,0.00836,-0.00233,NEGATIVE RESPONSE,932.27,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00170,0.01032,Low,0.00821,0.00668,0.00153,LOW RESPONSE,1111.44,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00171,0.01009,Low,0.01214,0.01333,-0.00119,NEGATIVE RESPONSE,1479.47,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00172,0.00434,Low,0.00595,0.01123,-0.00529,NEGATIVE RESPONSE,1712.11,Very High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00173,0.07734,Low,0.00802,0.03608,-0.02806,NEGATIVE RESPONSE,1176.07,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00174,0.0424,Low,0.0061,0.02449,-0.01838,NEGATIVE RESPONSE,823.71,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00175,0.01019,Low,0.00451,0.02064,-0.01612,NEGATIVE RESPONSE,1219.18,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00176,0.00935,Low,0.01088,0.00889,0.00199,LOW RESPONSE,1698.36,Very High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00177,0.00274,Low,0.00887,0.00761,0.00125,LOW RESPONSE,1322.93,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00178,0.05117,Low,0.00937,0.04734,-0.03797,NEGATIVE RESPONSE,956.63,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00179,0.00634,Low,0.01461,0.01065,0.00396,LOW RESPONSE,942.3,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00180,0.00467,Low,0.0058,0.00925,-0.00346,NEGATIVE RESPONSE,881.12,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00181,0.00626,Low,0.01276,0.01401,-0.00124,NEGATIVE RESPONSE,1629.84,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00182,0.00241,Low,0.00795,0.00953,-0.00159,NEGATIVE RESPONSE,1137.94,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00183,0.05909,Low,0.00625,0.03663,-0.03038,NEGATIVE RESPONSE,862.64,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00184,0.00256,Low,0.00693,0.00496,0.00197,LOW RESPONSE,1489.89,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00185,0.00179,Low,0.00848,0.01103,-0.00255,NEGATIVE RESPONSE,1411.86,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00186,0.0178,Low,0.00863,0.02959,-0.02097,NEGATIVE RESPONSE,758.97,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00187,0.02522,Low,0.00575,0.02459,-0.01884,NEGATIVE RESPONSE,1161.87,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00188,0.00265,Low,0.00838,0.00648,0.0019,LOW RESPONSE,1275.39,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00189,0.00534,Low,0.00386,0.02859,-0.02474,NEGATIVE RESPONSE,1003.25,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00190,0.09059,Low,0.00567,0.02833,-0.02267,NEGATIVE RESPONSE,1032.47,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00191,0.00753,Low,0.00943,0.00756,0.00187,LOW RESPONSE,827.79,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00192,0.00628,Low,0.00601,0.00868,-0.00267,NEGATIVE RESPONSE,920.26,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00193,0.01265,Low,0.00515,0.00698,-0.00183,NEGATIVE RESPONSE,1252.37,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00194,0.00309,Low,0.00608,0.00772,-0.00164,NEGATIVE RESPONSE,1270.3,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00195,0.00808,Low,0.00587,0.00745,-0.00158,NEGATIVE RESPONSE,894.37,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00196,0.08472,Low,0.00802,0.02427,-0.01625,NEGATIVE RESPONSE,1140.82,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00197,0.03402,Low,0.00572,0.02728,-0.02156,NEGATIVE RESPONSE,915.0,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00198,0.94947,Critical,0.01692,0.06145,-0.04453,NEGATIVE RESPONSE,414.29,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C00199,0.09595,Low,0.00598,0.02917,-0.02319,NEGATIVE RESPONSE,833.88,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00200,0.00506,Low,0.01045,0.00712,0.00333,LOW RESPONSE,861.45,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00201,0.00963,Low,0.00541,0.00554,-0.00013,LOW RESPONSE,1222.34,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00202,0.08611,Low,0.00978,0.03151,-0.02173,NEGATIVE RESPONSE,1051.61,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00203,0.00294,Low,0.00567,0.00624,-0.00057,LOW RESPONSE,1298.4,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00204,0.07965,Low,0.006,0.03537,-0.02937,NEGATIVE RESPONSE,1022.11,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00205,0.01141,Low,0.00981,0.0062,0.0036,LOW RESPONSE,1031.64,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00206,0.00405,Low,0.0067,0.0081,-0.0014,NEGATIVE RESPONSE,777.86,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00207,0.94171,Critical,0.00732,0.09108,-0.08377,NEGATIVE RESPONSE,387.39,Low Value,No Action,0.0,0.0,0.0,High churn risk but low estimated intervention response
C00208,0.06656,Low,0.00879,0.04197,-0.03317,NEGATIVE RESPONSE,945.62,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00209,0.0198,Low,0.00698,0.02766,-0.02068,NEGATIVE RESPONSE,1212.19,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00210,0.00875,Low,0.00705,0.00815,-0.0011,NEGATIVE RESPONSE,780.56,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00211,0.05308,Low,0.01342,0.07261,-0.0592,NEGATIVE RESPONSE,1100.37,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00212,0.00253,Low,0.01256,0.00691,0.00566,LOW RESPONSE,1367.36,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00213,0.00239,Low,0.00808,0.00904,-0.00096,LOW RESPONSE,1184.12,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00214,0.00257,Low,0.00426,0.00672,-0.00246,NEGATIVE RESPONSE,1054.98,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00215,0.00193,Low,0.00572,0.01149,-0.00576,NEGATIVE RESPONSE,1323.42,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00216,0.00601,Low,0.00718,0.0058,0.00137,LOW RESPONSE,956.75,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00217,0.17082,Low,0.0093,0.04327,-0.03397,NEGATIVE RESPONSE,1232.08,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00218,0.00878,Low,0.00656,0.00579,0.00077,LOW RESPONSE,975.25,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00219,0.00321,Low,0.00471,0.00542,-0.00071,LOW RESPONSE,1264.93,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00220,0.40963,Medium,0.00997,0.05987,-0.04989,NEGATIVE RESPONSE,608.38,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00221,0.08868,Low,0.01448,0.04572,-0.03124,NEGATIVE RESPONSE,1373.18,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00222,0.01605,Low,0.00764,0.00766,-2e-05,LOW RESPONSE,833.41,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00223,0.00482,Low,0.00753,0.01239,-0.00486,NEGATIVE RESPONSE,1489.88,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00224,0.0027,Low,0.00653,0.00641,0.00012,LOW RESPONSE,923.09,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00225,0.00371,Low,0.00827,0.00632,0.00195,LOW RESPONSE,1245.46,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00226,0.06231,Low,0.00685,0.0514,-0.04456,NEGATIVE RESPONSE,861.55,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00227,0.00078,Low,0.01004,0.0059,0.00414,LOW RESPONSE,1218.64,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00228,0.06512,Low,0.00656,0.03681,-0.03025,NEGATIVE RESPONSE,743.44,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00229,0.00725,Low,0.01226,0.01709,-0.00484,NEGATIVE RESPONSE,1298.69,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00230,0.15187,Low,0.00614,0.04567,-0.03954,NEGATIVE RESPONSE,824.43,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00231,0.00324,Low,0.00493,0.00632,-0.00139,NEGATIVE RESPONSE,1185.31,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00232,0.00541,Low,0.00891,0.00741,0.0015,LOW RESPONSE,1225.27,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00233,0.01029,Low,0.01372,0.00881,0.00491,LOW RESPONSE,819.4,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00234,0.20542,Low,0.01685,0.06337,-0.04652,NEGATIVE RESPONSE,985.12,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00235,0.01077,Low,0.00928,0.00655,0.00273,LOW RESPONSE,1178.61,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00236,0.00396,Low,0.00836,0.00656,0.0018,LOW RESPONSE,998.19,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00237,0.0075,Low,0.00626,0.00556,0.0007,LOW RESPONSE,1551.13,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00238,0.10222,Low,0.01022,0.04494,-0.03472,NEGATIVE RESPONSE,739.03,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00239,0.00703,Low,0.00638,0.00617,0.00021,LOW RESPONSE,809.35,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00240,0.12283,Low,0.00629,0.04959,-0.0433,NEGATIVE RESPONSE,1266.01,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00241,0.01089,Low,0.00762,0.0057,0.00191,LOW RESPONSE,816.85,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00242,0.01894,Low,0.00967,0.01353,-0.00387,NEGATIVE RESPONSE,1020.95,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00243,0.34889,Medium,0.00744,0.09168,-0.08424,NEGATIVE RESPONSE,835.75,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00244,0.0042,Low,0.00871,0.01292,-0.00421,NEGATIVE RESPONSE,1283.56,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00245,0.1373,Low,0.00801,0.00633,0.00168,PERSUADABLE,957.32,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00246,0.00123,Low,0.01222,0.00651,0.0057,LOW RESPONSE,1240.92,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00247,0.00784,Low,0.01309,0.01017,0.00293,LOW RESPONSE,1400.83,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00248,0.03854,Low,0.00601,0.02958,-0.02356,NEGATIVE RESPONSE,1180.48,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00249,0.00393,Low,0.00577,0.0083,-0.00253,NEGATIVE RESPONSE,865.0,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00250,0.00387,Low,0.01188,0.00613,0.00575,LOW RESPONSE,1067.43,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00251,0.00336,Low,0.00669,0.01307,-0.00638,NEGATIVE RESPONSE,1281.49,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00252,0.0037,Low,0.00765,0.00517,0.00249,LOW RESPONSE,1476.28,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00253,0.06746,Low,0.00863,0.04967,-0.04103,NEGATIVE RESPONSE,847.81,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00254,0.01936,Low,0.01206,0.01337,-0.00131,NEGATIVE RESPONSE,1012.44,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00255,0.00877,Low,0.00984,0.00731,0.00252,LOW RESPONSE,1075.93,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00256,0.00616,Low,0.00811,0.00586,0.00225,LOW RESPONSE,1452.93,High Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00257,0.00247,Low,0.00977,0.009,0.00077,LOW RESPONSE,1228.71,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00258,0.123,Low,0.00882,0.04654,-0.03772,NEGATIVE RESPONSE,1166.15,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00259,0.00814,Low,0.00844,0.01119,-0.00275,NEGATIVE RESPONSE,1389.79,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00260,0.00682,Low,0.00604,0.00611,-7e-05,LOW RESPONSE,1283.52,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00261,0.10919,Low,0.01041,0.06168,-0.05127,NEGATIVE RESPONSE,849.42,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00262,0.00589,Low,0.0093,0.01039,-0.00109,NEGATIVE RESPONSE,974.76,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00263,0.01245,Low,0.00677,0.00884,-0.00206,NEGATIVE RESPONSE,875.28,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00264,0.23181,Low,0.01074,0.03838,-0.02765,NEGATIVE RESPONSE,690.04,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00265,0.00768,Low,0.00597,0.00693,-0.00096,LOW RESPONSE,953.76,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00266,0.01077,Low,0.00854,0.00969,-0.00115,NEGATIVE RESPONSE,1050.98,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00267,0.03264,Low,0.00791,0.03293,-0.02502,NEGATIVE RESPONSE,831.04,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00268,0.01681,Low,0.00708,0.01012,-0.00304,NEGATIVE RESPONSE,1464.06,High Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00269,0.08714,Low,0.01982,0.05897,-0.03915,NEGATIVE RESPONSE,1074.84,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00270,0.0421,Low,0.00783,0.0483,-0.04047,NEGATIVE RESPONSE,1156.13,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00271,0.10765,Low,0.009,0.04529,-0.0363,NEGATIVE RESPONSE,1083.01,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00272,0.00606,Low,0.00792,0.01091,-0.00298,NEGATIVE RESPONSE,1177.87,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00273,0.00452,Low,0.0061,0.00822,-0.00212,NEGATIVE RESPONSE,1338.06,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00274,0.01589,Low,0.01008,0.00778,0.00231,LOW RESPONSE,1086.96,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00275,0.12556,Low,0.00674,0.0407,-0.03396,NEGATIVE RESPONSE,839.5,Low Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00276,0.012,Low,0.00693,0.00767,-0.00074,LOW RESPONSE,858.37,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00277,0.00469,Low,0.01041,0.00693,0.00348,LOW RESPONSE,1348.84,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00278,0.03526,Low,0.00517,0.02535,-0.02018,NEGATIVE RESPONSE,1237.78,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00279,0.0044,Low,0.00848,0.00705,0.00144,LOW RESPONSE,1189.35,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00280,0.00613,Low,0.00541,0.00628,-0.00087,LOW RESPONSE,1249.96,Medium Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
C00281,0.00998,Low,0.00604,0.01274,-0.00671,NEGATIVE RESPONSE,1248.64,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00282,0.00224,Low,0.00761,0.01451,-0.0069,NEGATIVE RESPONSE,1213.31,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00283,0.00942,Low,0.00724,0.0322,-0.02497,NEGATIVE RESPONSE,1089.09,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00284,0.2592,Low,0.00678,0.09591,-0.08913,NEGATIVE RESPONSE,1056.68,Medium Value,No Action,0.0,0.0,0.0,Negative estimated treatment uplift (avoid contact)
C00285,0.0108,Low,0.01225,0.01065,0.0016,LOW RESPONSE,994.11,Low Value,No Action,0.0,0.0,0.0,No Action because expected benefit does not justify offer cost
